text	date	source	is_facist
Another user said: I know I know it's a worldview as stated in the introduction material, butworldviews and movements are essentially the same things if you cut out theword semantics.  IM is a platform for people to learn and network. Fascism is the worldview of truth, and there isn't any reason that non-whites cannot follow it, it doesn't mean we are all on the 'same team' or anything Another user said: I want clear cut answers and not troll ironic answers. I was originally in-tune by reading the book, and the community here made me extremely confusedby purposefully telling me false information or meme responses.  Go to the first page, and you can see your answers are answered fairly normally until you start to sperg out Another user said: I am telling you if the government desides to declare martial law tomorrow,I would not trust having non-whites on the battlefield with me for thereasons I stated in my comments on the last page.  we aren't in some internationalist struggle for a multicultural fascist utopia. Because some Bhutanese guy is posting on IM now you're going to be 'compromised on the battlefield' in fucking British Columbia? How the fuck does that work?	2017-06-30 01:33:30+00:00	Iron March Posts	0
Apparently he was trying to start infighting between Irish and other White nationalities here.  Nothing new here, its a common troll tactic.	2018-10-06 10:39:00+00:00	Stormfront.org	0
This is the plan of the jews, feminist and socialist have for the white man.     Destroy the family  Give all of our women to non-whites  Turn us all gay and trans      It is insanity.	2019-01-15 00:59:00+00:00	Stormfront.org	0
A white ethnostate would only be open to people who land in the white  cluster on a PCA diagram. In addition, as we have explained many many  many  times before, the white ethnostate will not be open to white:   jewtools   commies   open borders advocates   fags   bisexuals   child molesters   converts to islam   converts to judaism   antifa   murderers   psychopaths   free masons   lesbians   lgbtqrstuvwxyz etc.   cultural marxists   sadists   masochists   drug addicts   genocidal anti-whites   participants in bestiality   race-mixers   feminists   and lots of other white freaks and perverts who aren't coming readily to mind at the moment   So no, we won't have the problems you think we will have. You  should have read the site before you posted your nonsense. Toddle off  into the sunset now, freak . . .	2020-01-13 19:22:00+00:00	Stormfront.org	0
Another user said: Have to say that I get sad seeing that photo. My ancestors lived in themiddle of that green area... Yes, just as unrealistic as Kurds taking a part of Anatolia. But you neverknow. The Uyghurs are even muslims now. After all, it's better for everyoneif muslims was under a turkish regime. A big war including China would be areal world war damn.  Do you mean all Muslims under a Turkish regime? or just the Turkic ones?	2017-03-16 23:21:45+00:00	Iron March Posts	0
USAF advanced aircraft equipped with radar and all the latest electronic collision avoidance equipment use lights to avoid mid air collisions, just like the UFO's do.    Their light pattern is different from our light pattern.  We use white, red, and green;  they often use only white and red.	2017-12-18 01:09:00+00:00	Stormfront.org	0
Himmlers Daughters' still alive i believe she Helped a lot of SS Men out, didn't turn into a huge traitor like Goering Daughter did.	2016-08-04 12:11:24+00:00	Iron March Posts	0
I agree with this its my view on race. Except azeris are pushing it a little and some of them are not white by my standards. Nevertheless everyone has their own standard.  I doubt 20 million iranians are white especially by the view of people who are picky. I dont think im picky and I find it hard to beleive 20 mil iranians look white. Maybe a dispoportianoate number of their leaders are white thats why you think that. But if you look at the common poeple...... their brown to me maybe 10% or a little more look white if you have a genrous definition. Definately not 20/70 million I Think	2019-04-23 04:12:00+00:00	Stormfront.org	0
"Tecumseh, the most based injun.    "" **Let us form one body, one heart, and defend to the last warrior our country, our homes, our liberty, and the graves of our fathers.""**  **""The annihilation of our race is at hand unless we unite in one common cause against the common foe.** Think not, brave Choctaws and Chickasaws, that you can remain passive and indifferent to the common danger, and thus escape the common fate. Your people, too, will soon be as falling leaves and scattering clouds before their blighting breath. You, too, will be driven away from your native land and ancient domains as leaves are driven before the wintry storms.""  **""My heart is a stone: heavy with sadness for my people; cold with the knowledge that no treaty will keep whites out of our lands; hard with the determination to resist as long as I live and breathe.** Now we are weak and many of our people are afraid. But hear me: **a single twig breaks, but the bundle of twigs is strong.** Someday I will embrace our brother tribes and draw them into a bundle and together we will win our country back from the whites.""  **""I am Shawnee! I am a warrior! My forefathers were warriors. From them I took only my birth into this world. From my tribe I take nothing. I am the maker of my own destiny! And of that I might make the destiny of my red people, of our nation, as great as I conceive to in my mind, when I think of Weshemoneto, who rules this universe!""**"	2016-04-25 14:35:09+00:00	Iron March Posts	0
"Another user said: Why do you call those beautiful women ""THOTS?"" You do realize that thefuture of our race and people is going to have to be carried in the wombs ofour women, right? You sound just like some nigger insulting them the waythat you do. 1  No sane white man is going to have children with a woman that has full arm tattoos and posts pictures of her cleavage and ass on the internet for everyone to see. Another user said: If you have such a problem with them and are SO turned off by a video ofthat nature, perhaps you would prefer for a dick to be shoved up your ass?I'm sure one of those Antifa faggots could do that for you. After all,someone of your kind definitely shouldn't be reproducing.  Why does every White Nationalist end up saying shit like this, johnqpublic said something similar to this, and I can remember correctly Lemmy said something like this as well. Going on about how we are faggots and want to take dickings from Antifas. Is there a subconscious among WN's to accuse Fascists of faggotry?"	2017-06-25 04:40:15+00:00	Iron March Posts	0
"And Splash Mountain is getting redone because of ""Song of the South""?  Is this fight what they WANT Disney to look like?  Wow, so enriching!      Of course it happened in ToonTown (CoonTown)!      Johnny Rebel-Cooney Tunes/Looney Town"	2020-07-08 21:40:00+00:00	Stormfront.org	0
"A lot of people don't know this, but Churchill was ""in bed"" with Jewish bankers. He was friends with the Jewish American banker Bernard Bharuch who was the son of a Confederate Army soldier. Over the course of their lives Bernard and Winston exchanged over 750 letters and met often over almost a 50 year period. The nickname Churchill chose for his friend Bharuch was Barney.    According to the Hillsdale College website Bradley Tolpannen wrote, ""Churchill sought the help of Baruch, writing: I shall greatly like to travel under your aegis and with your companionship. The enthusiastic Barney arranged for local hosts in Los Angeles and other cities, found an expert to escort Winston over the Civil War battlefields of Virginia, provided an introduction to the newspaper magnate William Randolph Hearst, and contacted leading Republican and Democrat politicians about Churchills visit to Washington, D.C. As Churchill and his party headed east from California, Baruch met them in Chicago and escorted them to New York aboard the financiers private railroad car.""    ""In 1930 Churchill returned Baruchs hospitality by hosting him at Chartwell. Together they viewed Royal Navy battleships at Plymouth and visited Blenheim Palace, Salisbury Plain and Oxford. Churchill also introduced Baruch to all of his pals. The following year, on a lecture tour, Churchill was struck down and nearly killed by a car while trying to find Baruchs house on Fifth Avenue in New York City. His lectures were postponed as he recovered from the accident. After Churchill had recommenced his arduous schedule, Baruch made available Hobcaw Barony, his 23,000-acre plantation, for a weekend of relaxation in South Carolina.""    ""After the war Baruch became Churchills regular host on most of his visits to the United States, often at Baruchs home on 4 East 66th Street; while Baruch paid calls on Churchill when he was in England. Their last meeting was in April 1961, when Sir Winston arrived in New York aboard the Onassis yacht Christina after a Caribbean cruise. They dined together, and Barney accompanied his friend to the airport for his flight to London. Baruch died six months after Churchill, on 20 June 1965. Their long friendship, Baruch remarked, was a source of inspiration and pleasure which had grown more rewarding with each passing year."""	2018-09-23 12:53:00+00:00	Stormfront.org	0
Comrades, do not fight! We are civilized ... Well, I guess my idea can not be ruled out and besides, with some contacts in Ukraine and Russia, you can make the 1st amendment reach us if you understand me ...	2019-04-29 20:04:00+00:00	Stormfront.org	0
I saw the most beautiful woman at work today. She was white, brown hair and brown/green eyes and she had a good figure. She wore horn-rimmed glasses and she said she graduated from Marquette University in Milwaukee, Wisconsin. She said her major was accounting. I told her that was the subject I graduated in. When I asked her if she needed any help, she said she was doing some auditing. She reminded me of a woman who I went to university with 5 years back named Sally. I didn't get much time to talk with this woman, but it would be great if we could bump into each other again! Sometimes relationships happen when you aren't even looking.	2018-12-29 03:04:00+00:00	Stormfront.org	0
With how rampant these groups apparently are in Colorado, I have never seen any of them. No fliers, no posters. No news, nobody speaking about them.  also land looks like a crackhead and someone needs to kill this thing before it lays eggs	2016-04-08 13:21:08+00:00	Iron March Posts	0
More:  On first day of new dress code, Albemarle student is sent home for wearing hat with Confederate symbol | Virginia | richmond.com    I wonder which hat he wore.	2019-03-12 19:22:00+00:00	Stormfront.org	0
Now for years of trials and appeals at taxpayer expense - while the devestated family deals with the atrocity pretty much alone - was this on national news ? Doubt it.	2018-02-28 17:47:00+00:00	Stormfront.org	0
Nothing warrants a physical attack like that.  The guy should have got 3 years and pay Rand Pauls medical bills. The guy was a property boundary nut, ooo.. a brush mound, leaves blown on his yard!  So he attacks Rand Paul physically..  Put him in a nut house or up his meds.	2019-08-10 12:38:00+00:00	Stormfront.org	0
"I don't exactly trust Russia either, but if I would have a choice, Israel is the more evil of the two.    Putin has high relations with Chabad Lubavitch and the Chief Rabbi of Russia Berel Lazar.    I think Russia is taking a neutral stance in this because they don't want to damage relations with Israel or U$rael.     Putin, like Israel, seeks expansion. That being Crimea in Ukraine. He denies the Ukrainian genocide and praised the Soviet victory over ""Nazi"" Germany. Also, he asked ""persecuted"" Jews from Western Europe to come to Russia to live.    The US and Russia are controlled by Jews. That's the conclusion I've come down to. Like it or not, Putin is not a ""white savior."" He has been accused of pedophilia himself. That's why he is pushing the anti-homo narrative. It makes him look that much better."	2017-12-10 11:03:00+00:00	Stormfront.org	0
"It should be obvious to everyone that ""build wall"" probably isn't going to go down the way we would hope, but I can't seem to let go of my optimism.  T R U M P I S T K R U M P  R  U  M  P  I  S  T  K  R  U  M  P"	2015-10-13 19:08:28+00:00	Iron March Posts	0
"The subtlety behind the message is that the camp-shirt is for you.    This is no mistake...  Even Hillary joked about putting people in camps.  ((They)) want to put us in camps.  It's all about Jewish revenge...""Never again!""    I see it coming, too.  If whiles continue along their present course, our children will be marginalised and then exterminated.  Trains of unwitting whites being sent to camps. Believing that it is necessary.  Because they were told from kindergarten that they were raciss...     :: ::  :: ::"	2020-05-20 08:02:00+00:00	Stormfront.org	0
Black American Asks Leftists To Pay His Reparations Now    Turning Point USA  Published on Aug 21, 2019    The Reparations Movement has gained extreme popularity on the political Left.     Many of the leading champions of leftist policy have embraced a plan passed in the US House to pay reparations to black Americans.     TPUSAs  Rob Smith  decided to test these progressive politicians commitment to the reparations movement and ask a very simple question: Can I have my reparations right now?    If they really believed Rob is disenfranchised and truly support reparations, shouldnt they pay?    Lets find out.	2019-08-27 02:13:00+00:00	Stormfront.org	0
I am so sick of all these libtarded Virginians.  All the libtards who work in DC moved into Northern Va. and turned the state red, along with all the libtards and negros in Richmond and Norfolk.  I looked up Northram in the Wiki awhile back when he first started raising a ruckus, and unfortunately, he IS a Virginian.	2020-06-04 21:59:00+00:00	Stormfront.org	0
I'm not sure acceleration would be worth having to be ruled by this hideous mammy sheboon. I don't know if I could take it.     Hopefully all the little girls Joe Biden molested will come forward if he runs.	2019-03-22 09:52:00+00:00	Stormfront.org	0
A common sight on a daily basis.. except normally uglier and fatter.    Who knows if she'll ever learn her lesson. I've come to accept so many Whites will be on the enemies side for their entire life. Why? Because most people are followers not leaders, and will follow whatever makes them accepted.	2020-06-01 19:43:00+00:00	Stormfront.org	0
"Another user said: Look how that turned out lol. Pomerania, West and East Prussia are now partsof Poland. And Germany is now the communist puppet-master of Europe.  ""And where is Hitler now? Oh, right.""  You stupid nigger, the land that was won through skillful politicking isn't part of Germany anymore either so this isn't an argument."	2017-02-13 18:16:39+00:00	Iron March Posts	0
A life time of being told how bad you're for being white(white guilt) and how awesome black men are is making this disgusting practice normal.     Women trend to do what is socially popular and sadly screwing negros is in the media, pop culture and is pushed from a early age. Sicking but true.	2020-09-03 04:07:00+00:00	Stormfront.org	0
Have you been on Twitter lately? The Jews are getting hammered on there, in the YouTube comment sections too, its good to see so many people not just calling them out but destroying their arguments and ideas. They Jews are getting a hiding in cyberspace.	2018-01-11 04:09:00+00:00	Stormfront.org	0
Hello [@Orthodoxxed](/index.php?/profile/13914-orthodoxxed/)      What do you believe about God, Family, Faggotry, Jews and Race?	2017-01-29 08:37:04+00:00	Iron March Posts	0
U.S.: Despite pandemic, pro-Israel political groups see success in campaigning ahead of November elections      June 9, 2020      As restrictions related to the coronavirus are being incrementally lifted nationwide, Jewish and pro-Israel political groups ahead of the November presidential elections have continued to conduct their business online since March, when closures first started.    While groups such as the Jewish Democratic Council of America (JDCA), Democratic Majority for Israel (DMFI) and the Republican Jewish Coalition (RJC) have been hosting virtual events, like any other organization, the relatively new reality is causing them to shift strategy in terms of organizing and campaigning.     U.S.: Despite pandemic, pro-Israel political groups see success in campaigning ahead of November elections - EJP	2020-06-10 05:07:00+00:00	Stormfront.org	0
I despise Snopes, because it is basically a leftist disinformation, propaganda, and brainwashing site.  Snopes is not a reliable site, due to its extreme biases.	2018-12-23 10:20:00+00:00	Stormfront.org	0
I am just gonna say it was never even discussed when my Son was born,but I wish I had thought of that back then for his sake and I could have spared Him.     As for going back and having a doctor these days cutting on my gear.....Im going to pas...and thats all I got to say about that	2019-11-14 19:41:00+00:00	Stormfront.org	0
"I think the quotes on Jewish plans from a century ago are just fictionalized presentations of generally observed Jew behavior. There is no need for Jews to have a detailed plan, they will naturally gravitate towards malicious behavior. If they are among blacks and Chinese-they will find a way to exploit one against the other. If they are among whites, they will look for weaknesses to exploit. If there are whites and blacks around, they seek to use the latter to harm the former. The ""we had it all planned"" myth is part of the psyops to make Jews seem omniscient.             Christopher Marlowe wrote a detailed summary of Jewish behavior 400 years ago in THE JEW OF MALTA.       BARABAS. As for myself, I walk abroad o' nights,       And kill sick people groaning under walls:        Sometimes I go about and poison wells ;       And now and then, to cherish Christian thieves,       I am content to lose some of my crowns,       That I may, walking in my gallery,       See 'em go pinion'd along by my door.       Being young, I studied physic, and began       To practice first upon the Italian;       There  I enrich'd the priests with burials ,       And always kept the sexton's arms in ure        With digging graves and ringing dead men's knells:       And, after that, was I an engineer,       And in the wars 'twixt France and Germany,       Under pretence of helping Charles the Fifth,        Slew friend and enemy with my stratagems :       Then, after that, was I an usurer,       And with  extorting, cozening, forfeiting ,       And tricks belonging unto brokery,       I fill'd the gaols with bankrupts in a year,       And with young orphans planted hospitals;       And every moon made some or other mad,       And now and then one hang himself for grief,       Pinning upon his breast a long great scroll        How I with interest tormented him .       But mark how I am blest for plaguing them;--        I have as much coin as will buy the town ."	2018-12-01 17:13:00+00:00	Stormfront.org	0
Brava! I applaud you and your decisions! This is the best post I've read here in a long time.         Stop spreading the enemy's propaganda. For a woman, the best time to marry is when she is young. The OP has made some excellent choices. She should serve a role model for other young women.	2020-02-20 06:54:00+00:00	Stormfront.org	0
"Tito's ""S""FR Yugoslavia wasn't anything near socialism. Yugoslavia had universal suffrage, tax on capital, minimum wage, tax on capital, nationalization of only heavy industry and military youth. These things are mentioned in the fascist manifesto. The policies and economics in the fascist manifesto are almost the same as Yugoslavia. Credit to my Serbian friend who told me about this."	2017-02-03 13:24:56+00:00	Iron March Posts	0
The fact that ethnics get stopped more is because they commit higher levels of crime, a glaring reality which the media seems incapable of coming to terms with. When there is not enough stop and search, then they have a moan about knife crime rising and them killing each other even more then they usually do- in short, there is no answer because you are damned if you do/damned if you don't, from the police's perspective.	2017-12-02 22:28:00+00:00	Stormfront.org	0
It's only confirmed. Instead of 51 votes, He now has a total of 54. A couple of Demorats are actually siding with Kavanaugh.	2018-10-04 19:09:00+00:00	Stormfront.org	0
So no Charges were filed, because it is too common that Somali kids attack park goers?    I would think, BECAUSE it is common it is time to take some tougher and more immediate measures. Since it clearly is not an incident that these blacks get violent.	2018-05-27 03:03:00+00:00	Stormfront.org	0
"Ive seen that! If hes ""White"" he has a Better chance to make a splash on the news, But if hes Black his @** dont normally make the news.   Maybe they should focus on Chicago!"	2019-09-01 22:09:00+00:00	Stormfront.org	0
Activists of Serbian Action have reminded citizens of Kragujevac of their hero - Mirisav Petrovi. The town was plastered with stickers of this true Serbian hero, member of ZBOR and SDK. Red bandits after the war made up lies about him, helping Germans rounding up Sebrian civilians for firing squads, truth is quite the opposite. He and his men did whatever was possible to preserve as many lives as possible, urging germans to punish the real criminals: Communists and other bandits that instigated [Kragujevac     zlocinac/)    Yesterday, local activists from Belgrade were prevented by police to distribute leaflets with a banner in front of current faggot office. Once they saw the banner, workers of this office of degenerates started calling a local police patrol in panic. Few activists were held by the police for an hour and were let go.   liseni-slobode/)  EDIT     SA activists plastered the entrance of Football Association of Serbia in Belgrade, with [voivod Momilo  stickers, as a sign of protest of a shameful decision of this establishment to punish fans of FC Zemun for displaying a banner with the face of Voivod. If we consider the fact that Football association is constantly ignoring initiations of fan groups to prevent football games on big Christian holidays, it is clear that the association is one of the old bolshevik pillars in modern day Serbia, that guards communist, antifascist and antiserb legacy.	2017-09-15 12:47:34+00:00	Iron March Posts	0
As far as the Holohoax is concerned, it's good to understand that the Holocaust lie is a classical conspiracy theory and worked as such for decades after the end of WW2. Until the 1980's, it was claimed that the Holocaust had been perpetrated in the greatest secrecy and that very few people had been aware of it when it was allegedly happening. As with many other conspiracy theories, the lack of physical evidence and the scarcity of alleged eyewitness testimonies were seen as convincing proof that the Nazis had something to hide and that they had successfully managed to do it.	2019-01-11 04:22:00+00:00	Stormfront.org	0
"FBI management is often not serving White people's interests, as they are quite co-opted by the Jewish establishment.  The PLE Perspective On the Jews    But as far as what FBI management is doing when it comes to the election process, all that seems less clear to me than apparently yourself:      As for the rank and file agents, occasionally, as the article documents very well, there are non-conformists doing what they believe is either in everyone's interest or in the White race's specific interests.     In the early 50s there were countless FBI agents like that, but today there are very few. Whatever the case, tarnishing everyone with the same brush is foolish.     On specific cases, such as those involving the terrorists who tried to poison the public water supply ""on behalf of the White race,"" I'm in total agreement with the view of most White people; dangerous, non-community cultists have to be nailed as quickly as possible."	2019-01-14 05:05:00+00:00	Stormfront.org	0
I hope the farmers burn their crops and salt their fields before leaving, let the scum steal a pile of ash and some salt-filled waste ground!	2018-12-13 21:25:00+00:00	Stormfront.org	0
I heard somewhere that there are over 300 tax-exempt reservations throughout North America.  They've already got plenty.    But sure, they can have it all back if we go to Europe!  They can have whatever they started out with and nothing more; no hospitals, no antibiotics, no Band-Aids, no computers, no internet, no cars - no horses either, since the Spaniards brought those - no farms growing food for them, no guns to defend their new home from the Aztec invasion (and trust me, lol, the Aztecs feel ZERO kinship with them!), no running water, no electricity, no toilet paper.    That seems fair to me!	2019-03-12 11:53:00+00:00	Stormfront.org	0
After being recorded using the n word, Hogan's  contract was terminated & he was banned from the Hall of Fame. Usually that would be the end of a career. But because we are making progress, today it just means a 3 year hiatus. There's hope for Papa John & Roseanne.    We are winning the culture war!      Hulk Hogan reinstated into WWE Hall of Fame | WWE    VikingCelt, when can we start using the n word on SF again?	2018-07-16 15:10:00+00:00	Stormfront.org	0
Let me know when Killary surpasses Luis Garavito in body count, and I'll inform Wikipedia they should update their serial killer page.    And actually, they should update it anyway because the Clintons aren't even on it.	2018-08-30 17:12:00+00:00	Stormfront.org	0
"Patrick Little --  ""I'll delete the posts, but this is a violation of our rights as Americans. Having to self censor on @gab for this most likely means the vendors and service providers that gab depends on will force ever more censorship. Me self censoring these two posts solves no problem in the end. I may be in the wrong, deleting these posts, but I am making a snap judgement call. @a , we will have no rights until the jews are expelled.""       Microsoft Threatened Gab Shutdown Over Extreme Anti-Semitic Posts | Heavy.com     Patrick Little Names the Jew, US Presidency 2020     GAB     Censored Candidate (@SensoredCandid8) | Twitter     YouTube"	2018-08-10 01:38:00+00:00	Stormfront.org	0
Oh I almost forgot the irorny of YouTube banning gun videos and gun channels and their office getting shot up - not by an angry gun collector or Pro 2nd Amendment White man though.    This thing is just comedy gold.	2018-04-04 15:12:00+00:00	Stormfront.org	0
pretty soon if a white man even looks at one of the protected class in the wrong way = prison time. The jews will destroy whites and males as it is their way to force us into submission.	2019-01-20 05:47:00+00:00	Stormfront.org	0
Well I never, another poxy [...].     treated for free on the NHS, deffo on benefits, unemployable.      I am beginning to see the benefits of multiculture, I may turn libtard :ro  lleyes:          What a ridiculous judgement, unenforceable, we all know when [...] gotta muh dick he gotta muh dick, part of him culture.	2018-10-10 10:38:00+00:00	Stormfront.org	0
"Memes predate all this shit. They're not just the stuff that comes out of Internet subcultures. Ideologies and religions are memes. There's probably a lot of overlap with Archetypes too, assuming they're not just Archetypes rebranded. They're self-replicating ideas and they're often conceptualized as something that has an independent existence in its own right. Not saying I **literally** believe this, but it sounds like it could be a useful way of conceptualizing them.  The first time I read Imperium, that part about the ""spirit organism"", memetics was the first thing that came to my mind."	2016-05-26 14:18:56+00:00	Iron March Posts	0
The Caravan is just another tool to get whites worked up to vote repubelican.  On nov 7th you hear nothing about this problem anymore and these people get jobs in right to work states or end up in the military to fight endless wars for Israel...  All Trump needed to do is enforce existing immigration and labor laws and the problem would be solved.  But this will never happen because the caravan is good for business and votes !	2018-10-26 09:41:00+00:00	Stormfront.org	0
Nowhere in my post did I suggest that you or I should confront mixed couples.      This is what I took issue with:          So you're saying you don't judge interracial relationships then? Are you sure you belong here? As a White Nationalist, I very much take offense to seeing mixed couples and I judge them very negatively considering the fact that they're disgracing our reputation and destroying our race.	2019-02-17 22:57:00+00:00	Stormfront.org	0
I don't know if I exactly get the story. So the White woman and the daughter walked into each other and then the Negroes felt it was necessary to record and harass her?      Seems like even the smallest things are worthy of conflict these days for the sake of social media entertainment. Sick world.	2020-07-03 08:12:00+00:00	Stormfront.org	0
